paper_id,title,first_author,publication_year,journal,doi,abstract_or_summary,source_api,is_open_access,has_abstract,has_fulltext,document_type,retrieval_query,retrieval_date,screening_status,screening_notes,normalized_title,dedup_key_doi,dedup_key_title_year,duplicate_resolution_basis,master_screening_bucket,non_target_flag,journal_impact_factor_year,journal_impact_factor,journal_quartile,journal_metrics_source,journal_metrics_notes,needs_manual_journal_check
paper_0053,Catalytic activities and coking resistance of Ni/perovskites in steam reforming of methane,Kohei Urasaki,2005.0,Applied Catalysis A General,10.1016/j.apcata.2005.02.020,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,catalytic activities and coking resistance of ni perovskites in steam reforming of methane,10.1016/j.apcata.2005.02.020,catalytic activities and coking resistance of ni perovskites in steam reforming of methane::2005.0,,candidate,no,2025,4.8,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/applied-catalysis-a-general,no
paper_0054,Experimental Study of Steam Reforming of Methane in a Thin (6 μM) Pd-Based Membrane Reactor,Jianhua Tong,2005.0,Industrial & Engineering Chemistry Research,10.1021/ie049115s,"A novel, thin (6 μm), defect-free Pd/MPSS (macroporous stainless steel) composite membrane tube was prepared by using a multidimensional plating mechanism. A high hydrogen permeation flux of 0.260 mol/(m2 s) and complete hydrogen selectivity were obtained at a temperature of 500 °C and a pressure difference of 100 kPa. The catalytic membrane reactor for steam reforming of methane was constructed with the as-synthesized thin Pd/MPSS composite membrane and a commercial Ni−Al2O3 reforming catalyst. Methane conversion, hydrogen extraction ratio, and hydrogen production rate of the membrane reactor were studied in detail under different operating parameters such as temperature, pressure, space velocity, steam-to-methane ratio, and sweep gas flux. Some important effects were found for these operating parameters to the three performance factors. Drastic superiority to the traditional reactor was proved by changing the Pd-based membrane tube to a dense stainless steel tube with the same diameter. Moreover, on comparison with the experimental results and the simulation predictions in other catalytic membrane reactors appearing in the literature, the reactor constructed in the present work had a relatively better performance, due to the higher hydrogen permeance of the thin Pd membrane and the proper operating parameters.",openalex,no,yes,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,experimental study of steam reforming of methane in a thin 6 m pd based membrane reactor,10.1021/ie049115s,experimental study of steam reforming of methane in a thin 6 m pd based membrane reactor::2005.0,,candidate,no,2025,3.9,,manual_lookup,Official ACS journal about page surfaced via search on 2026-04-27; https://pubs.acs.org/page/iecred/about.html,no
paper_0055,Hydrotalcite as CO<sub>2</sub> Sorbent for Sorption-Enhanced Steam Reforming of Methane,Hendricus Th. J. Reijers,2005.0,Industrial & Engineering Chemistry Research,10.1021/ie050563p,"Sorption-enhanced reforming of methane is an attractive option for the combined production of electricity and capture of CO2. In this process, the steam-reforming catalyst is mixed with a CO2 sorbent. During the reaction, CO2 is adsorbed, leading to an increase of the hydrogen production rate. Once the sorbent is saturated, it must be regenerated using purge gas, usually steam. The amount of steam needed for CO2 removal from the saturated sorbent determines the system efficiency of the process to a large extent. In this paper, several potassium-promoted hydrotalcite samples, both obtained commercially and prepared in-house, are tested for their suitability as a CO2 sorbent for sorption-enhanced reforming of methane. In particular, the purge gas to adsorbed CO2 ratio is determined under various operation conditions. It is shown that this ratio is still too large under the investigated conditions. Mixed with steam-reforming catalyst the hydrotalcite sorbent can adsorb sufficient CO2 to enhance the CH4 conversion to almost 100%.",openalex,no,yes,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,hydrotalcite as co sub 2 sub sorbent for sorption enhanced steam reforming of methane,10.1021/ie050563p,hydrotalcite as co sub 2 sub sorbent for sorption enhanced steam reforming of methane::2005.0,,candidate,no,2025,3.9,,manual_lookup,Official ACS journal about page surfaced via search on 2026-04-27; https://pubs.acs.org/page/iecred/about.html,no
paper_0056,Kinetic and modelling study of methane steam reforming over sulfide nickel catalyst on a gamma alumina support,D.L. Hoang,2005.0,Chemical Engineering Journal,10.1016/j.cej.2005.06.004,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,kinetic and modelling study of methane steam reforming over sulfide nickel catalyst on a gamma alumina support,10.1016/j.cej.2005.06.004,kinetic and modelling study of methane steam reforming over sulfide nickel catalyst on a gamma alumina support::2005.0,,candidate,no,2025,13.2,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/chemical-engineering-journal,no
paper_0057,Kinetics of steam reforming of methane on Ru/Al2O3 catalyst promoted with Mn oxides,Alexander Berman,2005.0,Applied Catalysis A General,10.1016/j.apcata.2004.12.003,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,kinetics of steam reforming of methane on ru al2o3 catalyst promoted with mn oxides,10.1016/j.apcata.2004.12.003,kinetics of steam reforming of methane on ru al2o3 catalyst promoted with mn oxides::2005.0,,candidate,no,2025,4.8,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/applied-catalysis-a-general,no
paper_0058,"Methane steam reforming over Ni/Ce–ZrO2 catalyst: Influences of Ce–ZrO2 support on reactivity, resistance toward carbon formation, and intrinsic reaction kinetics",Navadol Laosiripojana,2005.0,Applied Catalysis A General,10.1016/j.apcata.2005.05.026,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,methane steam reforming over ni ce zro2 catalyst influences of ce zro2 support on reactivity resistance toward carbon formation and intrinsic reaction kinetics,10.1016/j.apcata.2005.05.026,methane steam reforming over ni ce zro2 catalyst influences of ce zro2 support on reactivity resistance toward carbon formation and intrinsic reaction kinetics::2005.0,,candidate,no,2025,4.8,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/applied-catalysis-a-general,no
paper_0059,Performance of NiO–MgO solid solution-supported Pt catalysts in oxidative steam reforming of methane,Mohammad Nurunnabi,2005.0,Applied Catalysis A General,10.1016/j.apcata.2005.06.022,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,performance of nio mgo solid solution supported pt catalysts in oxidative steam reforming of methane,10.1016/j.apcata.2005.06.022,performance of nio mgo solid solution supported pt catalysts in oxidative steam reforming of methane::2005.0,,candidate,no,2025,4.8,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/applied-catalysis-a-general,no
paper_0060,Steam reforming of methane over unsupported nickel catalysts,Souad Rakass,2005.0,Journal of Power Sources,10.1016/j.jpowsour.2005.09.019,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,steam reforming of methane over unsupported nickel catalysts,10.1016/j.jpowsour.2005.09.019,steam reforming of methane over unsupported nickel catalysts::2005.0,,candidate,no,2025,7.9,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/journal-of-power-sources,no
paper_0061,Thin and dense Pd/CeO2/MPSS composite membrane for hydrogen separation and steam reforming of methane,Jianhua Tong,2005.0,Separation and Purification Technology,10.1016/j.seppur.2005.03.011,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,thin and dense pd ceo2 mpss composite membrane for hydrogen separation and steam reforming of methane,10.1016/j.seppur.2005.03.011,thin and dense pd ceo2 mpss composite membrane for hydrogen separation and steam reforming of methane::2005.0,,candidate,no,,,,,,yes
paper_0048,Highly active and stable Rh/MgOAl2O3 catalysts for methane steam reforming,Y. Wang,2004.0,Catalysis Today,10.1016/j.cattod.2004.09.011,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,highly active and stable rh mgoal2o3 catalysts for methane steam reforming,10.1016/j.cattod.2004.09.011,highly active and stable rh mgoal2o3 catalysts for methane steam reforming::2004.0,,candidate,no,2025,5.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/catalysis-today,no
paper_0049,Methane steam reforming over Ce–ZrO2-supported noble metal catalysts at low temperature,Katsuki Kusakabe,2004.0,Fuel Processing Technology,10.1016/j.fuproc.2004.05.003,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,methane steam reforming over ce zro2 supported noble metal catalysts at low temperature,10.1016/j.fuproc.2004.05.003,methane steam reforming over ce zro2 supported noble metal catalysts at low temperature::2004.0,,candidate,no,2025,7.7,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/fuel-processing-technology,no
paper_0042,A simulation study of the steam reforming of methane in a dense tubular membrane reactor,Fausto Gallucci,2003.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2003.08.003,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,a simulation study of the steam reforming of methane in a dense tubular membrane reactor,10.1016/j.ijhydene.2003.08.003,a simulation study of the steam reforming of methane in a dense tubular membrane reactor::2003.0,,candidate,no,2025,8.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,no
paper_0043,Catalytic steam reforming of methane over Ce0.9Gd0.1O2−,E. Ramı́rez-Cabrera,2003.0,Applied Catalysis B: Environmental,10.1016/j.apcatb.2003.08.008,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,catalytic steam reforming of methane over ce0 9gd0 1o2,10.1016/j.apcatb.2003.08.008,catalytic steam reforming of methane over ce0 9gd0 1o2::2003.0,,candidate,no,2025,21.1,,manual_lookup,Current official ScienceDirect journal title is Applied Catalysis B: Environment and Energy; metric captured on 2026-04-27; https://www.sciencedirect.com/journal/applied-catalysis-b-environment-and-energy,no
paper_0044,Novel circulating fast fluidized-bed membrane reformer for efficient production of hydrogen from steam reforming of methane,Zhongxiang Chen,2003.0,Chemical Engineering Science,10.1016/s0009-2509(03)00314-2,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,novel circulating fast fluidized bed membrane reformer for efficient production of hydrogen from steam reforming of methane,10.1016/s0009-2509(03)00314-2,novel circulating fast fluidized bed membrane reformer for efficient production of hydrogen from steam reforming of methane::2003.0,,candidate,no,2025,4.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/chemical-engineering-science,no
paper_0045,Production of hydrogen-rich gases from steam reforming of methane in an automatic catalytic microreactor,Menderes Levent,2003.0,International Journal of Hydrogen Energy,10.1016/s0360-3199(02)00195-7,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,production of hydrogen rich gases from steam reforming of methane in an automatic catalytic microreactor,10.1016/s0360-3199(02)00195-7,production of hydrogen rich gases from steam reforming of methane in an automatic catalytic microreactor::2003.0,,candidate,no,2025,8.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,no
paper_0046,Steam reforming of methane and water‐gas shift in catalytic wall reactors,Kartik Venkataraman,2003.0,AIChE Journal,10.1002/aic.690490518,"Abstract Catalytic wall reactors permit high heat‐transfer rates between exothermic and endothermic reactions taking place catalytically on opposite sides of a thin wall, because they eliminate resistance to heat transfer in thermal boundary layers, thus making them compact and efficient. A parallel plate catalytic wall reactor was built in which exothermic methane combustion on platinum and endothermic methane steam reforming on rhodium occurred on walls in alternate channels. This reactor gave 95% conversion of methane to synthesis gas with a residence time of ∼70 ms at a steam/methane ratio of 1/1 with a thermal efficiency of ∼60%. A preheat pass was added on the combustion side that enabled heat exchange between hot combustion products and cold combustion inlet gases to increase temperature upstream and decrease it downstream. This two‐pass reactor gave H 2 /CO ratios of ∼14/1 with a residence time of ∼170 ms at a steam/methane ratio of 4/1. To increase the H 2 /CO ratio, the endothermic channel length was also extended, with a platinum‐ceria wall coating on the extended region to further reduce downstream temperatures and promote water‐gas shift. This reactor gave downstream temperatures as low as 200°C, and produced H 2 /CO ratios as high as 42/1 with a residence time of ∼300 ms at a steam/methane ratio of 4/1. The extended reactor shows good potential for producing high H 2 /CO ratio product streams suitable for preferential oxidation and subsequent use in fuel cells in a scalable configuration.",openalex,no,yes,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,steam reforming of methane and water gas shift in catalytic wall reactors,10.1002/aic.690490518,steam reforming of methane and water gas shift in catalytic wall reactors::2003.0,,candidate,no,,,,,,yes
paper_0047,Steam reforming of methane over nickel catalysts at low reaction temperature,Yasuyuki Matsumura,2003.0,Applied Catalysis A General,10.1016/j.apcata.2003.08.009,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,steam reforming of methane over nickel catalysts at low reaction temperature,10.1016/j.apcata.2003.08.009,steam reforming of methane over nickel catalysts at low reaction temperature::2003.0,,candidate,no,2025,4.8,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/applied-catalysis-a-general,no
paper_0038,Catalyst Shape as a Design Parameter—Optimum Shape for Methane-Steam Reforming Catalyst,J.S. Soltan Mohammadzadeh,2002.0,Process Safety and Environmental Protection,10.1205/026387602317446425,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,catalyst shape as a design parameter optimum shape for methane steam reforming catalyst,10.1205/026387602317446425,catalyst shape as a design parameter optimum shape for methane steam reforming catalyst::2002.0,,candidate,no,2025,7.8,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/process-safety-and-environmental-protection,no
paper_0039,Highly Active and Stable All-Round Catalyst for Methane Reforming Reactions: Ni/Ce-ZrO<sub>2</sub>/θ-Al<sub>2</sub>O<sub>3</sub>,"Rho, Hyun-Seog;Jun, Ki-Won;Baek, Seung-Chan;Park, Sang-Eon;",2002.0,Bulletin of the Korean Chemical Society,10.5012/bkcs.2002.23.6.793,"Methane reforming reactions are important routes to pro duce H2 or synthesis gas. Three kinds of methane reforming reactions attracting research interests are steam reforming of methane (SRM), oxy-refbrming of methane (ORM), and CO 2 reforming of methane (CDR).1-4 So far, specific catalyst has been reported as a candidate for each reforming reaction. However, each reaction has its own disadvantages such as excess steam, explosive dangers, high endothermicity, and so on. Thus, the combination of each reforming reaction can be more desirable. Besides, in the case of a compact fuel cell system, simultaneous exothermic ORM and endothermic SRM (OSRM) can give a lot of merits such as a fast start-up, high efficiency, cost save, and so on.5 Consequently, it is necessary to develop highly active and stable all-round catalyst for all the reforming reactions.",openalex,yes,yes,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,highly active and stable all round catalyst for methane reforming reactions ni ce zro sub 2 sub al sub 2 sub o sub 3 sub,10.5012/bkcs.2002.23.6.793,highly active and stable all round catalyst for methane reforming reactions ni ce zro sub 2 sub al sub 2 sub o sub 3 sub::2002.0,,candidate,no,,,,,,yes
paper_0040,Hydrogen from step-wise steam reforming of methane over Ni/ZrO2: factors affecting catalytic methane decomposition and gasification by steam of carbon formed on the catalyst,Choudhary,2002.0,Applied Catalysis A: General,10.1016/s0926-860x(02)00232-6,,crossref,unclear,no,yes,journal_article,Ni-based steam reforming of methane catalyst || methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,hydrogen from step wise steam reforming of methane over ni zro2 factors affecting catalytic methane decomposition and gasification by steam of carbon formed on the catalyst,10.1016/s0926-860x(02)00232-6,hydrogen from step wise steam reforming of methane over ni zro2 factors affecting catalytic methane decomposition and gasification by steam of carbon formed on the catalyst::2002.0,,candidate,no,2025,4.8,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/applied-catalysis-a-general,no
paper_0041,The effect of CeO2 structure on the activity of supported Pd catalysts used for methane steam reforming,Radu Crăciun,2002.0,Applied Catalysis A General,10.1016/s0926-860x(01)01003-1,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,the effect of ceo2 structure on the activity of supported pd catalysts used for methane steam reforming,10.1016/s0926-860x(01)01003-1,the effect of ceo2 structure on the activity of supported pd catalysts used for methane steam reforming::2002.0,,candidate,no,2025,4.8,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/applied-catalysis-a-general,no
paper_0032,Catalytic activity of Ni–YSZ–CeO2 anode for the steam reforming of methane in a direct internal-reforming solid oxide fuel cell,Nobuyoshi Nakagawa,2001.0,Journal of Power Sources,10.1016/s0378-7753(00)00508-5,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,catalytic activity of ni ysz ceo2 anode for the steam reforming of methane in a direct internal reforming solid oxide fuel cell,10.1016/s0378-7753(00)00508-5,catalytic activity of ni ysz ceo2 anode for the steam reforming of methane in a direct internal reforming solid oxide fuel cell::2001.0,,candidate,no,2025,7.9,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/journal-of-power-sources,no
paper_0033,Heterogeneous reactor modeling for simulation of catalytic oxidation and steam reforming of methane,Ahmet K. Avcı,2001.0,Chemical Engineering Science,10.1016/s0009-2509(00)00271-2,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,heterogeneous reactor modeling for simulation of catalytic oxidation and steam reforming of methane,10.1016/s0009-2509(00)00271-2,heterogeneous reactor modeling for simulation of catalytic oxidation and steam reforming of methane::2001.0,,candidate,no,2025,4.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/chemical-engineering-science,no
paper_0034,Highly stable Ni catalyst supported on Ce–ZrO2 for oxy-steam reforming of methane,Hyun‐Seog Roh,2001.0,Catalysis Letters,10.1023/a:1016699317421,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,highly stable ni catalyst supported on ce zro2 for oxy steam reforming of methane,10.1023/a:1016699317421,highly stable ni catalyst supported on ce zro2 for oxy steam reforming of methane::2001.0,,candidate,no,,,,,,yes
paper_0035,Hydrogen Production from Methane Reforming Reactions over Ni/MgO Catalyst,Wen‐Sheng Dong,2001.0,,,"The catalyst Ni/MgO (Ni : 15 wt%) has been applied to methane reforming reactions, such as steam reforming of methane (SRM), partial oxidation of methane (POM), and oxy-steam reforming of methane (OSRM). It showed high activity and good stability in all the reforming reactions. Especially, it exhibited stable catalytic performance even in stoichiometric SRM (H2O/CH4 = 1). From TPR and H2 pulse chemisorption results, a strong interaction between NiO and MgO results in a high dispersion of Ni crystallite. Pulse reaction results revealed that both CH4 and O2 are activated on the surface of metallic Ni over the catalyst, and then surface carbon species react with adsorbed oxygen to produce CO.",openalex,no,yes,no,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,hydrogen production from methane reforming reactions over ni mgo catalyst,,hydrogen production from methane reforming reactions over ni mgo catalyst::2001.0,,non_target_flagged,yes,,,,,,yes
paper_0036,Methane-Steam Reforming over Ni/Al2O3 Catalyst Prepared Using W/O Microemulsion,Hayashi,2001.0,Chemistry Letters,10.1246/cl.2001.34,"Abstract The catalytic activity and durability of methane-steam reforming under a low H2O/CH4 molar ratio was studied on an Ni/Al2O3 catalyst prepared using water-in-oil (w/o) microemulsion. The initial activity of the prepared Ni/Al2O3 catalyst was higher than that of an impregnated one. The impregnated catalyst deactivated rapidly and lost its activity at a time-on-stream of 15 h due to severe coking (&gt; 30 wt%-carbon after 20 h). In contrast, the catalyst prepared using w/o microemulsion sustained its activity for 40 h, and gave little coke (&lt;0.3 wt%-carbon after 40 h) on the catalyst.",crossref,unclear,yes,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,methane steam reforming over ni al2o3 catalyst prepared using w o microemulsion,10.1246/cl.2001.34,methane steam reforming over ni al2o3 catalyst prepared using w o microemulsion::2001.0,,candidate,no,,,,,,yes
paper_0037,The kinetics of methane steam reforming over a Ni/α-Al2O catalyst,Kaihu Hou,2001.0,Chemical Engineering Journal,10.1016/s1385-8947(00)00367-3,,crossref;openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst || methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,the kinetics of methane steam reforming over a ni al2o catalyst,10.1016/s1385-8947(00)00367-3,the kinetics of methane steam reforming over a ni al2o catalyst::2001.0,,candidate,no,2025,13.2,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/chemical-engineering-journal,no
paper_0028,CO-free production of hydrogen via stepwise steam reforming of methane,T.V. Choudhary,2000.0,Journal of Catalysis,10.1006/jcat.2000.2853,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,co free production of hydrogen via stepwise steam reforming of methane,10.1006/jcat.2000.2853,co free production of hydrogen via stepwise steam reforming of methane::2000.0,,candidate,no,2025,6.5,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/journal-of-catalysis,no
paper_0029,Kinetics of internal steam reforming of methane on Ni/YSZ-based anodes for solid oxide fuel cells,Khaliq Ahmed,2000.0,Catalysis Today,10.1016/s0920-5861(00)00494-6,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,kinetics of internal steam reforming of methane on ni ysz based anodes for solid oxide fuel cells,10.1016/s0920-5861(00)00494-6,kinetics of internal steam reforming of methane on ni ysz based anodes for solid oxide fuel cells::2000.0,,candidate,no,2025,5.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/catalysis-today,no
paper_0030,Steam reforming of methane in membrane reactors: comparison of electroless-plating and CVD membranes and catalyst packing modes,Eiichi Kikuchi,2000.0,Catalysis Today,10.1016/s0920-5861(99)00264-3,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,steam reforming of methane in membrane reactors comparison of electroless plating and cvd membranes and catalyst packing modes,10.1016/s0920-5861(99)00264-3,steam reforming of methane in membrane reactors comparison of electroless plating and cvd membranes and catalyst packing modes::2000.0,,candidate,no,2025,5.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/catalysis-today,no
paper_0031,Stoichiometric consideration of steam reforming of methane on Ni/Al2O3 catalyst at 650°C by using a solar furnace simulator,Yokota,2000.0,International Journal of Hydrogen Energy,10.1016/s0360-3199(99)00011-7,,crossref,unclear,no,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,stoichiometric consideration of steam reforming of methane on ni al2o3 catalyst at 650 c by using a solar furnace simulator,10.1016/s0360-3199(99)00011-7,stoichiometric consideration of steam reforming of methane on ni al2o3 catalyst at 650 c by using a solar furnace simulator::2000.0,,candidate,no,2025,8.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,no
paper_0027,"Activity of NiAl2O4 Catalyst for Steam Reforming of
                                                Methane Under Internal Reforming Fuel Cell
                                                Conditions",Kou,1999.0,ECS Proceedings Volumes,10.1149/199919.0640pv,,crossref,unclear,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,activity of nial2o4 catalyst for steam reforming of methane under internal reforming fuel cell conditions,10.1149/199919.0640pv,activity of nial2o4 catalyst for steam reforming of methane under internal reforming fuel cell conditions::1999.0,,candidate,no,,,,,,yes
paper_0025,A simulative comparison of dense and microporous membrane reactors for the steam reforming of methane,J.S. Oklany,1998.0,Applied Catalysis A General,10.1016/s0926-860x(98)00027-1,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,a simulative comparison of dense and microporous membrane reactors for the steam reforming of methane,10.1016/s0926-860x(98)00027-1,a simulative comparison of dense and microporous membrane reactors for the steam reforming of methane::1998.0,,candidate,no,2025,4.8,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/applied-catalysis-a-general,no
paper_0026,Kinetic studies of methane steam reforming on ceria-supported Pd,Radu Crăciun,1998.0,Catalysis Letters,10.1023/a:1019022009310,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,kinetic studies of methane steam reforming on ceria supported pd,10.1023/a:1019022009310,kinetic studies of methane steam reforming on ceria supported pd::1998.0,,candidate,no,,,,,,yes
paper_0024,97/01138 Simultaneous carbon dioxide and steam reforming of methane to syngas over NiOCaO catalyst,,1997.0,Fuel and Energy Abstracts,10.1016/s0140-6701(97)82906-2,,crossref,unclear,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,97 01138 simultaneous carbon dioxide and steam reforming of methane to syngas over nio cao catalyst,10.1016/s0140-6701(97)82906-2,97 01138 simultaneous carbon dioxide and steam reforming of methane to syngas over nio cao catalyst::1997.0,,candidate,no,,,,,,yes
paper_0023,Simultaneous Carbon Dioxide and Steam Reforming of Methane to Syngas over NiO−CaO Catalyst,Vasant R. Choudhary,1996.0,Industrial & Engineering Chemistry Research,10.1021/ie960002l,"Steam reforming, CO2 reforming, and simultaneous steam and CO2 reforming of methane to CO and H2 over NiO−CaO catalyst (without any prereduction treatment) at different temperatures (700−850 °C) and space velocities (5000−70 000 cm3·g-1·h-1) are investigated. The catalyst is characterized by XRD, XPS, and temperature-programmed reduction (TPR). The catalyst showed high activity/selectivity in both the steam and CO2 reforming reactions and the simultaneous steam and CO2 reforming. In the CO2 reforming, the coke deposition on the catalyst is found to be very fast. However, when the CO2 reforming is carried out simultaneously with the steam reforming, the coke deposition on the catalyst is drastically reduced. By the simultaneous CO2 and steam reforming (at ≥800 °C and space velocity of about 20 000−30 000 cm3·g-1·h-1), methane can be converted almost completely to syngas with 100% selectivity for both CO and H2. The H2/CO ratio in products can be varied between 1.5 and 2.5 quite conveniently by manipulating the relative concentration of steam and CO2 in the feed.",openalex,no,yes,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,simultaneous carbon dioxide and steam reforming of methane to syngas over nio cao catalyst,10.1021/ie960002l,simultaneous carbon dioxide and steam reforming of methane to syngas over nio cao catalyst::1996.0,,candidate,no,2025,3.9,,manual_lookup,Official ACS journal about page surfaced via search on 2026-04-27; https://pubs.acs.org/page/iecred/about.html,no
